pubkey,ip,capacity,partner number,channel number
03dc53c1697fd15d88fc00073c73f130dee38da525ef4bf0ef9a26cccf864c2d0a,66.110.250.126:9735,0.00000000,1,1
03578a23dbd50acd98e43fbce7f3450e42b2d074d32f942c04ca5a0f1adadc7adb,None,0.00100000,1,1
03ec644295ed7e3af2779fd0fcf7d87fd70bb002ba5f934462619035e28cb9cbcd,None,0.00100000,1,1
025d5aaa12aadf4dc1be5110b52c06b4536fd6b0ec7e43682d4fcd680ce8fa48d7,52.136.225.216:9735,0.00070000,1,1
0326325a3700e458f4f0b676536f56aa259c6af31d0cc8d21148caa77aca11f9b3,None,0.00200000,1,1
0398d7862a79137c6d57bb75950d7e362bf3b6934263113aa914a74ecd5b7ddbf4,90.101.232.153:9735,0.00059999,1,1
02366143778dcc466396576e17141bf05c824b038c32804eff2326efd6a8458bb3,35.229.66.121:9735,0.00020000,1,1
03a7daef60143b48b44769ff0daebcbd1796ca49d346bab7617ced5754e5b5240e,None,0.00097999,1,1
02bebaf15c038fa52a59eb5870cd3b6cb3af6b38b91c316243805df8a2dbd20d3c,None,0.00500000,1,1
0279efa95b9e6a16e2d3f926ca296d2c0adfc729a9dada7e253ce9b683b8f7b597,167.99.46.249:9735,0.01000000,1,1
03f72d97add206b1f2640d23ef5a39484067910813cdce815c4d7a753567ab90e1,None,0.00000000,1,1
02897d9c8c3ee7a32b12c60a6e9640227c6a6ffb85b5979961c5cfe0c1550b2f8d,None,0.01800000,1,2
02864092a0f24d3e17506f7857c1419f91ea5e1f5bed041c8457cfcf70fc110d60,None,0.00100000,1,1
026df1009c271f29e45ec0bc5b09365a1a03c455cbbd798b7d49ee109dfc47306d,35.231.48.124:9735,0.00180000,1,1
03685a27a2d29f3f14d02dde544537317b624e39e540b6389fc6404dc3d452cb1d,None,0.00100000,1,1
03771f29c01e43dc18ced2a4e200d88c6d2cc6aad7e924758711138761fb262226,35.196.228.206:9735,0.00100000,1,1
03f277c997dc4c7bee602c2c94856fb95b6429216d832e5160c9f890265868d580,None,0.00010000,1,1
03a44b6a34db4750461e0b0874c8c29960c1cc32e98aa866189588474a5962c64e,62.210.109.72:9735,0.00150000,1,2
03fb1503051d9e4d2d682d6e7406120167d5d957e2eb2937b35dacf84e80270e47,5.9.83.143:9835,0.00000000,1,4
02ed2e42efa2258a7c410802ffda629823ffbfd52007f7100073ec9f80dd73a79c,5.9.138.164:9835,0.00000000,1,4
038caeb1e25c6e5ffbf15f93aaecc64cd4febe0e969c61e7c9b08cee2e987f8fb7,86.138.165.24:9735,0.00550000,1,1
03230d36157550d3704f19ecb3f57ce4cdd505d2723a603d75099f8bb31df976b6,None,0.00119999,1,1
0276ec56264f6a43e7716a5c4c82cf1afd70460d5ceb33217ab5b18a921e497aa0,90.101.232.153:9735,0.00061903,1,1
03ea873768fb40d3fed0ed8981346de957fcd3dd61c28e8e4448f45e3d3c76f89a,None,0.00500000,1,1
03144fcc73cea41a002b2865f98190ab90e4ff58a2ce24d3870f5079081e42922d,None,0.01000000,1,1
0351e197ce9dda4cf37a228a7d5f7b3ab0f9e386ae833412fd2da5528fbc2bd037,None,0.01000000,1,1
0242afc7cddde5fd685771d13f2b42ca0075cfdb30917757fedc63b5e01d02e0b3,217.182.75.186:9735,0.00800000,1,1
02a8464ccfecadd104ff6961ad473cedc0908b4029d7a8ba71c35899d25cc455ac,None,0.02044622,1,1
025fe159720884480bc6a8ebbca89e85ad6783a1d88a59a2b93d157573939cd032,37.193.78.202:9735,0.00025000,1,1
024a853d9cdedafc164e49c2cef301966e5a78091322a84175b52d059d71b4d672,203.192.95.115:9735,0.00088000,1,1
03a96577e4cf8cac96937f4bf2753f7bd71323af5563690c8ed39c4e058c66c6c7,None,0.00307035,1,1
0262638d5658b51f5389afb1dbe7921a7b744ca1710710343d3e1c883c916d32c4,None,0.00600000,1,1
03d8c169496b8d30a6eaae84f591acb1535d9427d7dd4f7280691eb4440f4ccd25,2.224.164.101:9735,0.00310000,1,1
023ab7f5091d42941693c31d423346e71dd57c5ef4cf76a97e96c023b3b72d1780,35.196.75.240:9735,0.00444445,1,1
039d690a54908b821d7c9c98bd2d8ef475dc3a27f5f79642e0a9ab1fdac84f3154,87.121.162.182:9736,0.00100000,1,1
02a7b8dda9fabe2d27f0e05e5410165968972823e8d2d124cd1809b5a40303913d,35.231.65.75:9735,0.00020000,1,1
02a225ef7077353b74179d8a74f1632d3ed45bbafbeb1ccb5470d02a6de79016de,37.201.195.206:9735,0.00030172,1,1
02f299d3f0d4fde0b51afa5d7c3287153f025e28b35b64b3b16c1f750a84e44969,None,0.00119999,1,1
02bfb94ec16bc9f1738eccc12ef77bcca44f8893d337c53010dc874e38b8a59e30,None,0.00200000,1,1
02500289c88605ddcb2b1a3b596d83518467a34603e699f95edb60e4ba5729e084,None,0.00130000,1,1
0372bb12f8a5f1b13d29b0a9c54d8054153f741c7b9ca3c6888aeb5226b1c719a4,35.231.252.154:9735,0.00190000,1,1
038c88a25cbbb058f650fd9a2d9f90926b8b1ba24b2612be284963fe0af9101a34,212.236.108.162:9735,0.00200000,1,1
031a5b6e0ef8e43123f49ca3e090e8c9eb005e66045a784c0ef34512ebd1f2ee7c,96.249.213.185:9735,0.00208823,1,1
03aecea2d0af2bb5760f071c77915230380c64ea9b22926f0cbc6a8dfe0cd3c484,None,0.00298939,1,1
020c2f8e5e5d60fade226970125f2b19e070bce856b78dcabeab3a7a7e2ce2938f,35.231.80.171:9735,0.00190000,1,1
02683666b4902e0af6c8d9fa7b171c1421b71933255bdaceb4dc0202c4e900dac5,None,0.00080000,1,1
0310d4c682d0568733184b539b4358fc5af1240498d538135e1090fa74cc9959a4,None,0.00300000,1,1
023bf0cee4a999e63bc0ca8aca523f3d43585030d07bb39f9922bbf6158a8e1099,None,0.00200000,1,1
024de13092f91201ac68494fac6f5e9cdc9392dece2ca0bd1c4261dc17b1ec0b66,None,0.00700000,1,1
03e5ad89e897e4ff4a601f45901eada68ed7240e3c82315039528f73042b901533,None,0.00200000,1,1
02cf632ffe47d967b4188037fd4c5121fccbd42804fea2ecbd950bfbd310c69ceb,35.196.161.181:9735,0.00020000,1,1
02670bdb52c02bee55950a5dfb487c93266cc5a3e8e2e3ab97684bb4e367a64e94,None,0.00140000,1,1
03626e32966164cbeb196df9911a1eec515d2f52b25a1161e197ff56c9fb153b66,None,0.00100000,1,1
02f982f85795adacb8d7463cd8c396baf652e9aca88084d719d51bc2e714dc2467,None,0.00250000,1,1
020bd27fb722a41b214237722c11152fd6b7bcf71ea5bac546aa165167f7f8aab8,None,0.15932630,1,1
02be96d4b26e5486847ab4b72ae6109475515d39cb5906b01b715020d380fefb94,93.219.195.202:9735,0.00041700,1,1
0261fcdfc51affedb2439c7745206b768c68f7f27962bccc5811bcc611125dfdae,None,0.00550900,1,1
02c88a0df5e9ea7df582647f79b70b8e441047de308fd6b24408b8bd775f2234bd,80.211.252.169:9735,0.03000000,1,1
03eac0761275c6848984bb7b17588ca2a3baa9c6585de9250bc317dd8ccb8a371a,185.228.136.234:9735,0.00200000,1,1
0242851a2ca375bd4649c35f88c224e9fbe72406772e096a283b906c4044a54a20,35.196.58.167:9735,0.00020000,1,1
022dcebde0436fd66e97c7e8adf5e869ed68dacbd52c48ee04d8b827380e3ea177,5.196.68.38:9735,0.00100000,1,1
0251555649943bd1bfecd965dab68034d87d2a2e04b74b05953242de0280f8051b,None,0.00250000,1,1
0361eea926879867367c310c6b2bbf27ef4510c879dfd428126edadef825648fe9,None,0.00100000,1,1
0391adfeec3b718bcff749f112fe14e678f95e67669a974b15de3f7c16b6d7ccc9,144.217.246.195:9735,0.00300000,1,2
02f61967d460821dc6a6043a8875a5fa468d6d77b757bfc0f332ac3d92fb7a9a52,None,0.00100000,1,1
03b3c67d3d29cf5fa54806336d73878ac20cd8e640db901ca4caa261888c3544b6,None,0.00100000,1,1
03e1b654903658ac70ad7f4a1652376cf7362a5917197baaa9f65620b27d0f1013,None,0.00230000,1,1
02559eef71d7105f602ddf5edad224fdc1681ff955d7921378d3e2907b9b251f3a,35.196.122.78:9735,0.00020000,1,1
03032e66928b1f3ec82dfc74a545bd888a1ed697a443a1e59f52f506a7a12ba5f7,35.227.93.193:9735,0.00020000,1,1
02e2a7a2e3584223d7a2312f550da000e75f3ce156a383a4ffcba9f2b09e7bac2c,35.195.209.250:9735,0.00200000,1,1
030b40cbff1429838c549e83123b10bb8883283271777a5eee4d13b637af47e743,None,0.00198000,1,1
028f7a1b624f622f89430f7c0f38acb7e41e4f64c6735852b035097a327e5637e4,24.86.184.66:9735,0.00100000,1,1
02f0c29034d8e971c27ba3839a01b61106c5f649822f82c5e410744e8e8500b26e,35.229.75.162:9735,0.00020000,1,1
032ae6e41b2c79c22dba3b992820750efba51e87d4fda39471edf18f84af7fc7ad,None,0.00100000,1,1
03387730effd5efdca268ad678d78b942c0c5f163b9be3246fed01cd0d46151144,35.185.115.234:9735,0.00020000,1,1
03b78c45a0b503762285bb4453c161a72d3ca529c67810439ea3ca78beded51e24,195.95.225.248:9735,0.00020000,1,1
03373feb951918e6c5397ca4edade2b959988bec00646b59ea1f1a733e2cf6fb95,35.231.42.9:9735,0.00200000,1,1
02b7207ed5d65c89646ac64a39a183dc6fbe45f63be59ad7442ce894cee5aea8dc,89.22.110.170:9735,0.00200000,1,1
02f2894b3d67ae78be259c95105b4be66e3b32a8a86e9622fe3b3f905513690820,59.9.255.72:9735,0.00194471,1,1
02bd54c221f8aa6d311be2b80ddd81d840fc253adc8e913f0f357058e740b0f6c1,35.227.79.27:9735,0.00050000,1,1
0301c47be3c536b85f464d64e156f70abc05d21ad35bef96b29452f7035649b217,None,0.00315000,1,1
028b7cd56f03df58cadcb4cb39984228a1fb7e2c14971d4cb903a947e6c0887417,35.196.148.150:9735,0.00444445,1,1
0273beb9013adafc0ea8ca466521109b1bf25ae06e6245e4300f3debd38b002639,35.196.94.131:9735,0.00444445,1,1
02b646d30ed97b4e1a247f74805bd2bb5b5059151aa6842c3d8a02fda13be236a6,5.9.141.84:9735,0.01000000,1,1
02139c5dff8b1eb4acdc2cef82732384264304dd19190fac2786b1d1e81c154b8c,35.231.120.204:9735,0.00025000,1,1
0253755877f99c92a68e0d2f8a37183aaac407a2624de3360bd3740aabafa09229,138.68.95.177:9736,0.00069000,1,1
02a2aabb49cb1795b7a193e488ebe456c158a5a2ef0d4a0ddef89a351eeff732a9,35.196.74.108:9735,0.00010000,1,1
02e3f4599da6b953785494ddb1be1360caf01961914145cdea9cf8db908e07e436,185.171.3.206:9735,0.00400000,1,1
022a713cf63c4bd9ee2f91c384df60f0d2dfd37531b616f81b45dc4d44b034a381,None,0.04528190,1,2
02e7565212734b6338d9f2ac592e1055572bcf8bcffcd9e7354855f2c376a2a391,35.231.107.217:9735,0.00002500,1,1
033e3ee24782afecda5ee452dd984d013963b98aacab513756cd22937d1a25b6fb,35.231.91.27:9735,0.00100000,1,1
03c191ac0219a360befa61ce6ccbeaefbacaeafed6ff5682805ca61b30af17788a,35.231.71.209:9735,0.00020000,1,1
03aa63d31320e2636a33b0afc5b1f5e0e4a9a7874624d0c7768329c4e9420263be,35.196.209.199:9735,0.00444445,1,1
02b115fafe49b45dc2210aa07f7d04f5555e3f61eaa4542d0ae5e1e47df28de915,35.204.4.247:9735,0.00200000,1,1
0372037a767a4e3da690f45011446d5a362931770e7666a6a924645fcf94e257b7,35.185.67.192:9735,0.00020000,1,1
0295a60458f024c17ff1ef309845b57b256f5b0537a11978aface89f8565f86d83,None,0.00300000,1,1
0243946451875cdccb6d5e768171d7c89786cb1e268bc3684407a0b008f1311631,37.59.13.111:9735,0.00100000,1,1
032c1cec18e228fc15b889161a3cb705694c9db453148dc306e11b7a915eb82caf,35.190.154.219:9735,0.00200000,1,1
02fd53fcbb57dcf2302642f4557f4f4f6ea1e322bf8a7a6c74b01c0bd0f728cdfb,35.196.118.151:9735,0.00444445,1,1
02aa8183444d0311049c0c02a309ce6e9fa41ee60942cb0371af7ba930f65b2239,35.227.99.218:9735,0.00200000,1,1
0365919b1612095918f6301c72edd063f7aaa16792f200d7a956d592e9eca6eb15,35.196.48.115:9735,0.00002000,1,1
02a6d96a2a22c322824e52b476ad1bdb930f96f736d889d98befa7621abb738490,80.130.239.147:9735,0.00054000,1,1
02d917664d96df86cef45a95b6b54a1cc7fa27953a5a0aa47325f75481fbd509a3,159.89.97.90:9735,0.00200000,1,1
03c67a1900caa1d1d49cc936ddfe41854e0537dbd8c01e65318cf69f64ee15cb0d,188.40.60.5:9735,0.00800000,1,1
02ebd7475722260ad60dc7ca571b4fcb710703d807139b1aa19a5657bbd1149c06,None,0.00000000,1,1
03a2b708589efa96366a4de541607d0a57b07c22079c91d1346b78791ab7b276c5,35.196.98.140:9735,0.00100000,1,1
03290a5c9ca6a3cd1ccf34ae207d40e2ed3500fcf0d29a0d3fa710731512fecfb8,None,0.00493600,1,1
02252bd1f7164a1650dfa6dd1ed0c9d087029679340cfed2ff8d07d967017552fb,None,0.00400000,1,1
035795a239ff1027dc42db89a891d09f93fb929f62c99b1d91578a0bff7baadcbc,35.196.83.240:9735,0.00100000,1,1
027ab9c5f25c7c832d78101da66e006ee8cb47dafe48bad471057a9d1c6ecec903,94.112.134.38:9735,0.00090000,1,1
03d2a7c7a9a821ca073fda38be166d3def29c3c829d84a50f61945f242c1b52012,52.234.229.131:9735,0.00010000,1,1
024f1998d5d14b1289ddc0e01cc54ebb4b760d0ba969a150a85c05e360097eff5f,35.196.224.147:9735,0.00010000,1,1
03b120856422796689c2409443de00ad3b7129ce27aa75947277208b6b2aa40032,35.185.44.48:9735,0.00200000,1,1
039172edf6812c69a2d770966077cc37634b6f2ff287bb5bf6362a8b4a1cdc0f3b,13.58.75.55:9735,0.00119000,1,1
0212744c2857fede0f7904b5e9a2da00edc6567fab905e5e5a3ce846a59c26723e,35.231.40.227:9735,0.00025000,1,1
03e90106a675337c2da0082cdd0a128fa82c39cd2ccc53290d180785cf01658cd5,35.227.46.113:9735,0.00200000,1,1
02c09b560442412c852e3e08e7b8260459b7408fd42baef6cabba2bc33d1aba73a,None,0.00200000,1,1
02904f170c9d433238a6b36c1c6e99a151726678b45269278981ccf37440b3fbd8,None,0.00200000,1,1
036f14bf5bbbf7955bf74e753f9fc0e00f311dee72a1e957ad89fe3a8631a439c4,35.196.84.137:9735,0.00025000,1,1
0213f67b69faf7e4e8e45c030fa9b8caaa4ae475b0742d04ad51f93548c4c5b7f4,13.58.157.56:9735,0.00119000,1,1
0362442331eca4dd27aa3b634b852ecd157db33f11c70cceec3e2052006b1c94de,35.229.20.148:9735,0.00025000,1,1
03c6cc30bbd6fd7ac6537adb04459a4d3b547ea3760e328ce45c23bcde4913797b,203.221.14.207:9735,0.00069222,1,1
03ef018c550ac4dedb42788fdffdf859b4bff75bd8505b8c91fc44d05b8b4c5726,35.229.39.41:9735,0.00075000,1,1
0233b854480a7e00c0bfafce25e7de136b2d6585662b797a3364835b7e52d4ed62,None,0.00040000,1,1
0227d42ba2022e770b48ee04d20c3f61d27ac6b7071b4bb5704595e3d57f22257f,35.188.28.54:9735,0.00010000,1,1
036b82fba8acc010cfd65edbe8411dfc13fe1daef58200dcdde99c48c8246fcf5d,35.229.76.168:9735,0.00020000,1,1
038ed3fee853014d7c3cb54cd07f9f0e312047136bf86cd210505a5e873e7a4614,35.185.17.213:9735,0.00190000,1,1
021e0769ea711431ddf4021932058fa5625473b7dc3f6d00c160361cdab360233e,108.61.210.79:9735,0.00100000,1,1
03cafad1edae540bdbd7f97d8993e2aeaa5f174af169d9b30465631e777e36d749,52.47.195.105:9735,0.00005000,1,1
027060773df052742657a47e28dd2783e307a0317e8b58a76932a215ae3c8a5137,35.196.204.124:9735,0.00020000,1,1
0319ce0f5d8aeea506926589b5000727cf97fe51ce1071ae92879b7220126df69b,None,0.00000000,1,1
02ae7f41aed84c43b21c465eada5c07ad38f050ee47703b0ee0688123636aaa4d3,None,0.00200000,1,1
02c8efe67d951ab400b4995373c2eb7901236751925b28fc7c8fe6857fd2503d90,35.229.18.161:9735,0.00020000,1,1
026fe566f268b8e88512cfb8ffda1426416dde5f8bbf0badf43007165be0f2bf76,None,0.00498000,1,1
03eb6a06a7a07b71e49c6c74d4fedf2b3eb2e81403fa78ad20812fc6a476ac4465,35.231.3.57:9735,0.00000000,0,0
0306dca5ead351c3d8ed919a0a50c309df9eb82621fc2ab14c8dc54138faed8389,None,0.00500000,1,1
03ac958f87937bc11df2842f64984d291fca146e7e8729579f0eb7fa9de6577261,35.227.62.214:9735,0.00002000,1,1
03b07519d56f9aee47047a166ff585253b9eb91780b66df432ebdc06af15f598c1,35.229.57.205:9735,0.00002000,1,1
0287bdd2f9cc8d178a409ae90b22f42fa31c594ee1f37742f68d78e62cc16d83cd,None,0.00200000,1,1
0362db138fca2b24c5a42e81276e3e82704b8198c4e557bc25a7870865290571a4,84.250.71.197:9735,0.00025000,1,1
0364cf5bc37cb4791fce25ba5bab03d7cf3c1638808bba933fc068727f5a1914b5,None,0.00000000,1,2
03d173b01b1b866e99836b1330b38782bc2bea69efc620c180e28139d8db1afba7,185.86.15.25:9735,0.00060000,1,1
036d179a3fd3f31cdd147dd70c43af0ca9bd8773b0ea5c18b4095fd2b874c2b3ae,35.227.26.33:9735,0.00010000,1,1
02b120b002a33fee489333afadb8f68a64c8e46315d0c6ef69f6487ba2db9b8d93,None,0.02000000,1,2
022f99eb13b31910c8c33b74da36540ff393ec07310e61079f053c45d53bad2b44,35.196.53.72:9735,0.00060000,1,1
0201cc5c237368165ca4221526596205b4d747602c837e327621f19b7b415aa1f6,85.167.157.126:9735,0.00500000,1,1
03a775de73e3d013aa0e7c1f5f1892347e1fbf79432b93fdf8ea72fa1c35a2725a,35.185.38.209:9735,0.00200000,1,1
02bc6fcc699d3368aac45fbdb7f732fe80879b9a5ed0d7c4a1e4ff4d0f00467760,35.196.113.75:9735,0.00200000,1,1
02fbe9e41c3306d28e41dc0f8e578305443a98be749eaf0166feeff025c834920a,None,0.00124407,1,1
03a2d7b9931f9ceeb0d3a88515a16f5249907c298de7c7b5c2fb9e3863c10758ce,None,0.00300000,1,1
02e1ebb05c0afd0492b6b22e83c8b105fd0ac732786bd3f9e9cbab35853cf67fac,None,0.00059999,1,1
029c0127f43a06372850f78f45ebf90ee73df49b393a41cbe01e7671a05b0eac22,None,0.00500000,1,1
0249918f60abd7b3df39391c7e6015ea786bb5c2f41329c3f959ec01c3ca75a196,35.196.192.90:9735,0.00057300,1,1
024488eb80f1e4ddba96d9035e98771e29203e5bc9e774532d1a8b0373ad8d1630,185.86.15.27:9735,0.00060000,1,1
02265e3c72375a48cf0c151da316ec3d92451c9127af8a702a1135d830fb5bf316,None,0.00000000,1,1
026155a7b6ce3e22130920f612ec74cf5e04e33cf01678c1437eb4996a865e5b39,107.131.122.22:9735,0.00084961,1,1
02a0b301103c815aab2229cc16412bbd55ba284846c8fe324525164dcdb67e21ef,None,0.00100000,1,1
021920905610922ce62e3c921a3b05305b99da04ec191a4e3634ebe1fe02a5459a,None,0.00100000,1,1
0232d8dadc6d324e4a496ad4f29d35fb2970d3bb9b1ae76b530c4d00a326b16672,35.185.2.18:9735,0.00054600,1,1
03a065349c9147e7cca90f114700522ef595288463a018d15b8a41bf87a7ff2f5b,69.114.49.110:9735,0.00095577,1,1
0315c63b37cade24c429674fb612d9fa01466920d5e0068a69bb91bfa61642fbd1,None,0.00750000,1,1
02b380f385baf9b5cca1fc8c1e2ea82a5667469471500e04943909fcbc4a0d9161,None,0.00100000,1,1
03bcff6c1a1e97de1ef4ac2e2310aacfb4ad8427b4df6d66bf240c89571712c708,46.126.202.173:9735,0.00100000,1,1
026c2be886a7493f9b7a8b0e2c5c64fd97d7e390b3ad5cfc0efbbf56e8c369db59,35.229.67.224:9735,0.00025000,1,1
039b5119cc72c9a48bc32ebdfa3a4fd36ac479364fe1ae91bc27e017a5bee96c23,5.135.242.135:9735,0.00059000,1,1
023139564d20e9f2f5e0f98274b195abd1cb0362ee434bb14f422669f36aadb177,35.227.123.118:9735,0.00025000,1,1
02c3190b21f31adcd7fcc55d9f4205ac1f43a841568048ddd0fa3d3ee37b10e334,35.227.29.125:9735,0.00025000,1,1
03672df65122a360c85fac4c0b6ac5a1729dc872a5f5789844a5d258b2a2909832,35.229.106.194:9735,0.00025000,1,1
03d2ef9ec156a07c83b1c4da1e54564b50d20f2954bc535eff68894967444efc58,35.224.220.118:9735,0.00195000,1,1
02ecafca28b270849d4970740bbde02cb216022b72df6cca7a751bba771e41d344,35.185.105.116:9735,0.00002000,1,1
03f705765293164a2381fb6285866be715185af9ba18e2b15f8e454db4563fa0be,35.196.222.75:9735,0.00010000,1,1
0320a08413db85085fc9a56a9a2710246d103a579f83f9c49296d3b3468c94710a,35.231.108.165:9735,0.00054700,1,1
0271b003ba2a89fdcd4512585ebd53af8a8dc80c7252ca32c553c94b655d11cc89,35.190.163.136:9735,0.00020000,1,1
0319d2d8cf4b8551ba7826986f57740ce299a321e9e651f5fce586f0659d52b7ac,91.156.58.24:9735,0.00000000,1,1
026c89e72056bd9a8950200180fa69329f24edc00145bab35c16dbaefcc8ab9871,None,0.00000000,1,3
031fad6a5fe9bfcb12c817bd348616407d1c339681fdc436adea2dee688dac655f,35.196.226.44:9735,0.00025000,1,1
02e1250e0b613e23689c7d5cfae2654ff12391335811cf74838bf88e053c68385c,35.226.231.130:9735,0.00000000,1,1
03136a1c9e285a0d76a68c170171458f187b2f9536be9d7a9ba30e61feb8be5776,35.197.80.71:9735,0.00000000,1,1
026b36cc275199b5c38e9509da2e2ec497508bef97ff2ab06c2afa02c6d567ff1b,None,0.00000000,1,2
03ae03447cd04201563623a6abf432dd341f949e8d06fdaeef7a824953a849d82d,None,0.00000000,1,6
026007d25ee6f1dc39fc70a2ae750445fe0556c43cb03886e5119db61aa0bceff2,None,0.00000000,1,1
02b6d55d14ebba67df27c99e53c638032ce61b7dc4e23301e64c35e713521b80de,35.229.115.52:9735,0.00025000,1,1
03cdd1c0ae73ae85339da3d0d69fcd006e322a4d19723e12e4862d7d4d23814522,None,0.00100000,1,1
03857a102b16332d0b4f7ca47126b1637e0a214bae771057b0461109b3b1119429,35.189.7.126:9735,0.00002000,1,1
02527255c91c8b2ed758aa5cd2d2115463d250379462f53c5019165f2aa522d668,35.196.100.21:9735,0.00010000,1,1
0250c3d412fcb4a2fa1b14fa87825522892dfe8a6080f372b8e86f8c8f1c86fad4,None,0.00080000,1,1
024d150703771b7115eca167b0be62cd57d82257f6a2435f04eef25c6c69eb5878,35.197.6.221:9735,0.00100000,1,1
032d4d8c72964136d1598be9f84f773201da1b5964bf5a19df6d6138e80d1d97c8,None,0.00100000,1,1
03c42d3b66012697d078eae412c3b4806df274b7e6a18dacac474cd7c4bfa28849,127.0.0.1:9735,0.00146774,1,1
03f12261aa7b4dd4c688bf7f1602def822ef67cab4f6b306bccb1fd7c176016e20,None,0.00100000,1,1
02050ad3aa72409e7eb4aa0449221de030a2567fb311f351436edc901ec5fff6f0,None,0.00600000,1,1
038b959429be0a1d35c102ad49414d78e3681ad624d6f1f509de8b204fb7acd27b,None,0.00200000,1,1
0277394930e2632029c7b9233f5bcf2df9f74bc2c9cb58252bfa88fb440b2b652e,35.186.156.160:9735,0.00020500,1,1
03177158d990b58f9947015a199524d6bd7a39af723398d94bd4980618b32d61fa,None,0.00049219,1,1
020a4b27d3cfb0623efe2d474fdfedc7fc49200f6ed5c362e40c924a8095de3185,35.190.162.77:9735,0.00020000,1,1
02ee6a5869993743db0a80ef77be56b05ced21dc89c380d61eaa63469f9b6ea2dd,35.185.63.144:9735,0.00200000,1,1
03119165453910167eeb4fa92c0842299cb2296c449b7935f1e9553f777bac2dc5,35.229.119.154:9735,0.00010000,1,1
02b59f4eca387da532e201e17f8932b7a5f8389b7139b878e4412b47f2b698edc9,None,0.00010000,1,1
02628f2c80234be9ce32b5b140b23a7b7d32a8b7b82edec00fc14800a5a78f0c8c,173.212.253.176:9735,0.00200000,1,1
0270c1a5f94b5aab8af91b32cc4ae15de1f1b4451bbf4a391e4f9024747c1d26cc,35.190.128.115:9735,0.00095000,1,1
03e67411a4a95f2974ed6f006113c5315d8542bf746446e808cac47ce927f8ce34,35.185.145.154:9735,0.00002000,1,1
02a651071cafb7732851f12da61bd4b509d6d0abd079c426932d5691207f8b03af,35.196.66.16:9735,0.00180000,1,1
025f3888eff5559c4c69196455a3129cabf2b4a74224e15fceefacec4083ebcbd9,35.227.106.45:9735,0.00100000,1,1
02befaace6e8970aaca34eafe85f30f988e374628ec279d94e7eca8b574b738eb4,85.230.190.13:9735,0.00041362,1,1
03f808c3e6479e89f17e763b95c9491d39373bd0b4605cfb5cbd6a903b859cdaf7,35.185.48.20:9735,0.00444445,1,1
02264e6306511c6c2aab305d9d91487442c2d9e1bf221fe99baf21a1665572b02c,None,0.00020000,1,1
02184ff1d6501adf4913ac86779c63b86aeee5a634668e9936d640a39a672f9d13,None,0.01499800,1,1
02109b8fe23518430747ec2207933e1a0a45a7772536722c9b865b740587350fe7,None,0.00089029,1,1
03b59ce40aebba9a5653b2a419b574211361dbe18b49574160f8982a9c0037f7a3,None,0.00054600,1,1
02433a4392aae169249949ba4af6658e1cc985cfaf87fd3898bf58f3a543b31dd1,87.121.162.182:9735,0.00100000,1,1
03974d9f9fa06dd4f06371eb2ee9eb0bcdf2e0ad339ba7c6692da358c6b1f9c0c7,None,0.00100000,1,1
0266a34c5b6de88d48af4150c5f0452962686123d9b119f8a43341a93783dbd8e2,35.185.114.25:9735,0.00200000,1,1
020322aed3c72314d88765bec949663138b5adcb0f8e652bacd771599687374bbd,35.227.25.219:9735,0.00020000,1,1
022c490390f52c353ba56b8af6ac38b44fb4faae7beab7284d8f49ddc9480f0347,None,0.00500000,1,1
024be66428adfb81c14432ac8fc238720690a7c422645567a9b7c1fb1f34c36e21,None,0.00018612,1,1
035e9730257d9bb3162f44c21816bbdfba33a96d8a46c7004172d7a6de9df0eecd,None,0.00670000,1,1
03913ddecde85fc819e3130761242339b21fc1592b38ade843f241458a0510ea00,None,0.00230000,1,2
03940f570b2e222226f34d82bd9863f11c0d69f355977da385778b1439fe48adc5,35.189.73.212:9735,0.00010000,1,1
029a7f8732644bf67a3ffad8327d9b84c90c3deae44d100d79750b41cba0f0be43,167.99.87.226:9735,0.00020000,1,1
03b3cb8e0bd80c303f4f265c40cf7dd38a4e00a34814cd97ac752b97af648264d4,None,0.00120000,1,1
02612b511b73b86ff211d6853ba6f702b3c9e3318c944c5130fce1d02dfa8eeef2,None,0.00100000,1,1
03ef0c4d59c4306bb297c629d5794601426c2c33b2c6927dd48db6e3b0f0df1512,None,0.00300000,1,1
02d3e1ece67eac91371e37dc0e6e507a0f5dae5e6af127338848209e6352ed28a1,None,0.00050000,1,1
022d989a34726b1610f00e3386d9b9991bff4d54cfcbfb4f1c134524798b7af229,35.231.50.60:9735,0.00100000,1,1
021c6a133cf8cab70cb740dbe1e096ff534cd20f71e3e631dc1e02d6ba2aed82e2,167.99.200.205:9735,0.00002000,1,1
02997ed208bb98c3433dbe18c231391fcd8c5cbe16fbd25b692239ce8c80d41541,84.236.5.136:9735,0.00020000,1,1
021c2d7cb36b81afe61ab5a7af53765a9009eb7c73ee31bbaec4d11b9974d2fdd9,None,0.00200000,1,1
02bb4aee4f14c9feb6e4679f8811958870146a47848b82e073274c560d014531ec,None,0.00150000,1,1
0239b592a94b5efee18dd1f790dedbdbd166e0bc498a66e1ed823e2cb047b6557d,35.196.32.203:9735,0.00002000,1,1
022392892edb191732ce0c9704ba005a351d9760231e8e68504107d0d877cf0175,None,0.00110000,1,2
